time,linesAdded,linesRemoved,totalChurn,loc,maxstatements,maxdepth,complexity,maxlen,maxparams,maxnestedcallbacks,complexswitchcase,thisassign,complexchaining,noreassign,noextrabind,condassign,event,smelly
1,10,0,10,62,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,2,4,62,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9,3,2,5,63,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,10,10,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9,3,8,11,48,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,7,2,9,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1
107,5,0,5,58,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,1,6,7,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1
168,3,3,6,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1
209,1,1,2,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,5,0,5,58,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,4,0,4,62,0,0,0,0,0,0,0,0,0,1,0,0,0,1
69,9,0,9,71,0,0,0,0,0,0,0,0,0,1,0,0,0,1
49,1,1,2,71,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,5,0,5,76,0,0,0,0,0,0,0,0,0,1,0,0,0,1
261,1,1,2,76,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,4,0,4,80,0,0,0,0,0,0,0,0,0,1,0,0,0,1
211,2,2,4,80,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1,1,2,80,0,0,0,0,0,0,0,0,0,1,0,0,0,1
652,1,1,2,80,0,0,0,0,0,0,0,0,0,1,0,0,0,1
506,40,8,48,112,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12,12,9,21,115,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,5,5,10,115,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,2,115,0,0,0,0,0,0,0,0,0,1,0,0,0,1
538,2,2,4,115,0,0,0,0,0,0,0,0,0,1,0,0,0,1
105,1,1,2,115,0,0,0,0,0,0,0,0,0,1,0,0,0,1
110,3,3,6,115,0,0,0,1,0,0,0,0,0,1,0,0,0,1
44,1,1,2,115,0,0,0,1,0,0,0,0,0,1,0,0,0,1
810,1,0,1,116,0,0,0,1,0,0,0,0,0,1,0,0,0,1
157,2,0,2,118,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1240,5,1,6,122,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6,1,1,2,122,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1307,5,1,6,126,0,0,0,1,0,0,0,0,0,1,0,0,0,1
321,1,1,2,126,0,0,0,1,0,0,0,0,0,1,0,0,0,1
