time,linesAdded,linesRemoved,totalChurn,loc,maxstatements,maxdepth,complexity,maxlen,maxparams,maxnestedcallbacks,complexswitchcase,thisassign,complexchaining,noreassign,noextrabind,condassign,event,smelly
18,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,2,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,4,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2309,66,0,66,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,7,7,14,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,7,7,14,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2,1,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,21,14,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3466,9,1,10,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,9,1,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2,2,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,18,103,121,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0
245,2,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,2,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,13,7,20,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,6,4,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,3,4,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,0,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1
106,1,1,2,15,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1778,2,2,4,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,2,2,4,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,2,2,4,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1
635,2,2,4,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1
94,1,1,2,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,6,7,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1
51,3,9,12,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,8,3,11,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1725,2,2,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1
66,2,2,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1856,13,3,16,23,0,0,0,0,0,0,0,0,0,1,0,0,0,1
719,28,0,28,51,0,0,0,0,0,0,0,0,0,1,0,0,0,1
554,2,3,5,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1
144,3,2,5,51,0,0,0,0,0,0,0,0,0,1,0,0,0,1
168,3,3,6,51,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2343,31,22,53,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1
202,1,1,2,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1
132,1,1,2,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1
699,3,3,6,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1
697,4,3,7,61,0,0,0,0,0,0,0,0,0,1,0,0,0,1
813,1,1,2,61,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5,34,16,50,79,0,0,0,0,0,0,0,0,0,1,0,0,0,1
70,1,1,2,79,0,0,0,0,0,0,0,0,0,1,0,0,0,1
920,35,1,36,113,0,0,0,0,0,0,0,0,0,1,0,0,0,1
336,1,1,2,113,0,0,0,0,0,0,0,0,0,1,0,0,0,1
289,3,3,6,113,0,0,0,0,0,0,0,0,0,1,0,0,0,1
336,1,1,2,113,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,27,8,35,132,0,0,0,0,0,0,0,0,0,1,0,0,0,1
605,5,5,10,132,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,87,89,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,15,14,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,14,10,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,10,11,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
